[Name]
Series 1 at E:/fh-w cfd/fhwcfd_files/dp0/FFF/Fluent/microphone.ard

[Data]
Time [ s ],Pressure [ Pa ]
2.55111940e-02, 2.91532000e+05
2.55455580e-02, 2.91523625e+05
2.55799219e-02, 2.91557750e+05
2.56142858e-02, 2.91548750e+05
2.56486498e-02, 2.91550594e+05
2.56830156e-02, 2.91535531e+05
2.57173795e-02, 2.91517031e+05
2.57517435e-02, 2.91497594e+05
2.57861074e-02, 2.91475344e+05
2.58204713e-02, 2.91453438e+05
2.58548371e-02, 2.91413688e+05
2.58892011e-02, 2.91368594e+05
2.59235650e-02, 2.91326500e+05
2.59579290e-02, 2.91279031e+05
2.59922929e-02, 2.91231750e+05
2.60266587e-02, 2.91181219e+05
2.60610227e-02, 2.91115781e+05
2.60953866e-02, 2.91033125e+05
2.61297505e-02, 2.90991813e+05
2.61641145e-02, 2.90907719e+05
2.61984803e-02, 2.90834594e+05
2.62328442e-02, 2.90760094e+05
2.62672082e-02, 2.90669219e+05
2.63015721e-02, 2.90592906e+05
2.63359360e-02, 2.90500000e+05
2.63703018e-02, 2.90421063e+05
2.64046658e-02, 2.90311219e+05
2.64390297e-02, 2.90196813e+05
2.64733937e-02, 2.90110125e+05
2.65077576e-02, 2.90012719e+05
2.65421234e-02, 2.89912563e+05
2.65764873e-02, 2.89812344e+05
2.66108513e-02, 2.89696031e+05
2.66452152e-02, 2.89610438e+05
2.66795792e-02, 2.89496750e+05
2.67139431e-02, 2.89377313e+05
2.67483089e-02, 2.89271969e+05
2.67826729e-02, 2.89154125e+05
2.68170368e-02, 2.89034156e+05
2.68514007e-02, 2.88925281e+05
2.68857647e-02, 2.88823281e+05
2.69201305e-02, 2.88686875e+05
2.69544944e-02, 2.88579156e+05
2.69888584e-02, 2.88458969e+05
2.70232223e-02, 2.88335625e+05
2.70575862e-02, 2.88227750e+05
2.70919520e-02, 2.88122906e+05
2.71263160e-02, 2.88002813e+05
2.71606799e-02, 2.87883563e+05
2.71950439e-02, 2.87759219e+05
2.72294078e-02, 2.87653313e+05
2.72637736e-02, 2.87547094e+05
2.72981375e-02, 2.87426344e+05
2.73325015e-02, 2.87308063e+05
2.73668654e-02, 2.87199375e+05
2.74012294e-02, 2.87098063e+05
2.74355952e-02, 2.86975031e+05
2.74699591e-02, 2.86887719e+05
2.75043231e-02, 2.86769719e+05
2.75386870e-02, 2.86684000e+05
2.75730509e-02, 2.86583750e+05
2.76074149e-02, 2.86484688e+05
2.76417807e-02, 2.86385094e+05
2.76761446e-02, 2.86283594e+05
2.77105086e-02, 2.86171406e+05
2.77448725e-02, 2.86098156e+05
2.77792364e-02, 2.86015906e+05
2.78136022e-02, 2.85923781e+05
2.78479662e-02, 2.85858500e+05
2.78823301e-02, 2.85766500e+05
2.79166941e-02, 2.85689469e+05
2.79510580e-02, 2.85611313e+05
2.79854238e-02, 2.85567813e+05
2.80197877e-02, 2.85478063e+05
2.80541517e-02, 2.85392281e+05
2.80885156e-02, 2.85343781e+05
2.81228796e-02, 2.85305375e+05
2.81572454e-02, 2.85237031e+05
2.81916093e-02, 2.85168344e+05
2.82259732e-02, 2.85116063e+05
2.82603372e-02, 2.85090938e+05
2.82947011e-02, 2.85061281e+05
2.83290669e-02, 2.84999719e+05
2.83634309e-02, 2.84967188e+05
2.83977948e-02, 2.84938031e+05
2.84321588e-02, 2.84923875e+05
2.84665227e-02, 2.84898125e+05
2.85008885e-02, 2.84873844e+05
2.85352524e-02, 2.84848938e+05
2.85696164e-02, 2.84825969e+05
2.86039803e-02, 2.84847000e+05
2.86383443e-02, 2.84831375e+05
2.86727082e-02, 2.84810406e+05
2.87070740e-02, 2.84839156e+05
2.87414379e-02, 2.84855656e+05
2.87758019e-02, 2.84829750e+05
2.88101658e-02, 2.84859031e+05
2.88445298e-02, 2.84880469e+05
2.88788956e-02, 2.84884938e+05
2.89132595e-02, 2.84920344e+05
2.89476234e-02, 2.84929250e+05
2.89819874e-02, 2.84981156e+05
2.90163513e-02, 2.85027875e+05
2.90507171e-02, 2.85055750e+05
2.90850811e-02, 2.85101938e+05
2.91194450e-02, 2.85117406e+05
2.91538090e-02, 2.85191594e+05
2.91881729e-02, 2.85239438e+05
2.92225387e-02, 2.85305313e+05
2.92569026e-02, 2.85375781e+05
2.92912666e-02, 2.85413625e+05
2.93256305e-02, 2.85497594e+05
2.93599945e-02, 2.85554969e+05
2.93943603e-02, 2.85639688e+05
2.94287242e-02, 2.85711438e+05
2.94630881e-02, 2.85774031e+05
2.94974521e-02, 2.85861875e+05
2.95318160e-02, 2.85953250e+05
2.95661818e-02, 2.86047750e+05
2.96005458e-02, 2.86124625e+05
2.96349097e-02, 2.86222625e+05
2.96692736e-02, 2.86334688e+05
2.97036376e-02, 2.86419938e+05
2.97380015e-02, 2.86501281e+05
2.97723673e-02, 2.86627094e+05
2.98067313e-02, 2.86745563e+05
2.98410952e-02, 2.86818625e+05
2.98754591e-02, 2.86934000e+05
2.99098231e-02, 2.87050500e+05
2.99441889e-02, 2.87169406e+05
2.99785528e-02, 2.87274938e+05
3.00129168e-02, 2.87379813e+05
3.00472807e-02, 2.87497781e+05
3.00816447e-02, 2.87635469e+05
3.01160105e-02, 2.87757969e+05
3.01503744e-02, 2.87882969e+05
3.01847383e-02, 2.87993688e+05
3.02191023e-02, 2.88117563e+05
3.02534662e-02, 2.88224375e+05
3.02878320e-02, 2.88362156e+05
3.03221960e-02, 2.88483094e+05
3.03565599e-02, 2.88594219e+05
3.03909238e-02, 2.88732250e+05
3.04252878e-02, 2.88860219e+05
3.04596536e-02, 2.88984000e+05
3.04940175e-02, 2.89108250e+05
3.05283815e-02, 2.89220500e+05
3.05627454e-02, 2.89357938e+05
3.05971093e-02, 2.89484344e+05
3.06314752e-02, 2.89608844e+05
3.06658391e-02, 2.89735438e+05
3.07002030e-02, 2.89845250e+05
3.07345670e-02, 2.89984563e+05
3.07689309e-02, 2.90109750e+05
3.08032949e-02, 2.90234250e+05
3.08376607e-02, 2.90344344e+05
3.08720246e-02, 2.90451625e+05
3.09063885e-02, 2.90557719e+05
3.09407525e-02, 2.90676281e+05
3.09751164e-02, 2.90797188e+05
3.10094822e-02, 2.90901656e+05
3.10438462e-02, 2.91022594e+05
3.10782101e-02, 2.91096781e+05
3.11125740e-02, 2.91212906e+05
3.11469380e-02, 2.91314000e+05
3.11813038e-02, 2.91413531e+05
3.12156677e-02, 2.91513969e+05
3.12500298e-02, 2.91585031e+05
3.12843956e-02, 2.91664656e+05
3.13187614e-02, 2.91788969e+05
3.13531235e-02, 2.91826750e+05
3.13874893e-02, 2.91945938e+05
3.14218514e-02, 2.92013844e+05
3.14562172e-02, 2.92058719e+05
3.14905830e-02, 2.92145813e+05
3.15249451e-02, 2.92206531e+05
3.15593109e-02, 2.92292188e+05
3.15936729e-02, 2.92305156e+05
3.16280387e-02, 2.92356031e+05
3.16624045e-02, 2.92432813e+05
3.16967666e-02, 2.92458188e+05
3.17311324e-02, 2.92517313e+05
3.17654945e-02, 2.92524969e+05
3.17998603e-02, 2.92568031e+05
3.18342261e-02, 2.92609094e+05
3.18685882e-02, 2.92595188e+05
3.19029540e-02, 2.92628688e+05
3.19373161e-02, 2.92622625e+05
3.19716819e-02, 2.92625344e+05
3.20060477e-02, 2.92658344e+05
3.20404097e-02, 2.92602813e+05
3.20747755e-02, 2.92642250e+05
3.21091376e-02, 2.92598063e+05
3.21435034e-02, 2.92561969e+05
3.21778692e-02, 2.92568719e+05
3.22122313e-02, 2.92516656e+05
3.22465971e-02, 2.92502875e+05
3.22809592e-02, 2.92417594e+05
3.23153250e-02, 2.92367969e+05
3.23496908e-02, 2.92345469e+05
3.23840529e-02, 2.92269438e+05
3.24184187e-02, 2.92230875e+05
3.24527808e-02, 2.92120406e+05
3.24871466e-02, 2.92044469e+05
3.25215124e-02, 2.91998750e+05
3.25558744e-02, 2.91882156e+05
3.25902402e-02, 2.91786531e+05
3.26246023e-02, 2.91719531e+05
3.26589681e-02, 2.91564031e+05
3.26933339e-02, 2.91503594e+05
3.27276960e-02, 2.91361281e+05
3.27620618e-02, 2.91222344e+05
3.27964239e-02, 2.91128344e+05
3.28307897e-02, 2.90978656e+05
3.28651555e-02, 2.90863469e+05
3.28995176e-02, 2.90677656e+05
3.29338834e-02, 2.90527969e+05
3.29682454e-02, 2.90406875e+05
3.30026112e-02, 2.90215156e+05
3.30369771e-02, 2.90056719e+05
3.30713391e-02, 2.89858094e+05
3.31057049e-02, 2.89680094e+05
3.31400670e-02, 2.89534094e+05
3.31744328e-02, 2.89317500e+05
3.32087986e-02, 2.89149469e+05
3.32431607e-02, 2.88942844e+05
3.32775265e-02, 2.88715625e+05
3.33118886e-02, 2.88525688e+05
3.33462544e-02, 2.88313563e+05
3.33806165e-02, 2.88120031e+05
3.34149823e-02, 2.87859875e+05
3.34493481e-02, 2.87663438e+05
3.34837101e-02, 2.87396656e+05
3.35180759e-02, 2.87150250e+05
3.35524380e-02, 2.86949250e+05
3.35868038e-02, 2.86678531e+05
3.36211696e-02, 2.86474031e+05
3.36555317e-02, 2.86171469e+05
3.36898975e-02, 2.85902281e+05
3.37242596e-02, 2.85691656e+05
3.37586254e-02, 2.85399156e+05
3.37929912e-02, 2.85155125e+05
3.38273533e-02, 2.84875188e+05
3.38617191e-02, 2.84586938e+05
3.38960811e-02, 2.84341063e+05
3.39304470e-02, 2.84039219e+05
3.39648128e-02, 2.83776219e+05
3.39991748e-02, 2.83456938e+05
3.40335406e-02, 2.83174594e+05
3.40679027e-02, 2.82905750e+05
3.41022685e-02, 2.82601719e+05
3.41366343e-02, 2.82330563e+05
3.41709964e-02, 2.82026656e+05
3.42053622e-02, 2.81713219e+05
3.42397243e-02, 2.81440969e+05
3.42740901e-02, 2.81116906e+05
3.43084559e-02, 2.80840188e+05
3.43428180e-02, 2.80516688e+05
3.43771838e-02, 2.80214688e+05
3.44115458e-02, 2.79939438e+05
3.44459116e-02, 2.79600250e+05
3.44802774e-02, 2.79306344e+05
3.45146395e-02, 2.78990781e+05
3.45490053e-02, 2.78688219e+05
3.45833674e-02, 2.78398531e+05
3.46177332e-02, 2.78055000e+05
3.46520990e-02, 2.77790813e+05
3.46864611e-02, 2.77465000e+05
3.47208269e-02, 2.77161594e+05
3.47551890e-02, 2.76887750e+05
3.47895548e-02, 2.76560938e+05
3.48239206e-02, 2.76273906e+05
3.48582827e-02, 2.75928281e+05
3.48926485e-02, 2.75652188e+05
3.49270105e-02, 2.75395094e+05
3.49613763e-02, 2.75059750e+05
3.49957421e-02, 2.74786313e+05
3.50301042e-02, 2.74461406e+05
3.50644700e-02, 2.74173469e+05
3.50988321e-02, 2.73919094e+05
3.51331979e-02, 2.73599219e+05
3.51675637e-02, 2.73359813e+05
3.52019258e-02, 2.73041344e+05
3.52362916e-02, 2.72746594e+05
3.52706537e-02, 2.72506969e+05
3.53050195e-02, 2.72207125e+05
3.53393853e-02, 2.71970500e+05
3.53737473e-02, 2.71690125e+05
3.54081132e-02, 2.71401563e+05
3.54424752e-02, 2.71170125e+05
3.54768410e-02, 2.70904219e+05
3.55112031e-02, 2.70675906e+05
3.55455689e-02, 2.70402406e+05
3.55799347e-02, 2.70176188e+05
3.56142968e-02, 2.69900813e+05
3.56486626e-02, 2.69664969e+05
3.56830247e-02, 2.69459406e+05
3.57173905e-02, 2.69189469e+05
3.57517563e-02, 2.68999906e+05
3.57861184e-02, 2.68747625e+05
3.58204842e-02, 2.68536125e+05
3.58548462e-02, 2.68353813e+05
3.58892120e-02, 2.68110281e+05
3.59235778e-02, 2.67945844e+05
3.59579399e-02, 2.67718375e+05
3.59923057e-02, 2.67517125e+05
3.60266678e-02, 2.67342406e+05
3.60610336e-02, 2.67116344e+05
3.60953994e-02, 2.66959094e+05
3.61297615e-02, 2.66767531e+05
3.61641273e-02, 2.66587031e+05
3.61984894e-02, 2.66438594e+05
3.62328552e-02, 2.66254563e+05
3.62672210e-02, 2.66122594e+05
3.63015831e-02, 2.65926906e+05
3.63359489e-02, 2.65786250e+05
3.63703109e-02, 2.65658875e+05
3.64046767e-02, 2.65487844e+05
3.64390425e-02, 2.65374281e+05
3.64734046e-02, 2.65233750e+05
3.65077704e-02, 2.65090875e+05
3.65421325e-02, 2.64971563e+05
3.65764983e-02, 2.64849656e+05
3.66108641e-02, 2.64764688e+05
3.66452262e-02, 2.64604188e+05
3.66795920e-02, 2.64496094e+05
3.67139541e-02, 2.64429875e+05
3.67483199e-02, 2.64303250e+05
3.67826857e-02, 2.64227250e+05
3.68170477e-02, 2.64103250e+05
3.68514135e-02, 2.64016438e+05
3.68857756e-02, 2.63976188e+05
3.69201414e-02, 2.63861063e+05
3.69545072e-02, 2.63789188e+05
3.69888693e-02, 2.63701969e+05
3.70232351e-02, 2.63622781e+05
3.70575972e-02, 2.63589219e+05
3.70919630e-02, 2.63508969e+05
3.71263288e-02, 2.63460906e+05
3.71606909e-02, 2.63383594e+05
3.71950567e-02, 2.63311000e+05
3.72294188e-02, 2.63298094e+05
3.72637846e-02, 2.63221313e+05
3.72981504e-02, 2.63194406e+05
3.73325124e-02, 2.63121219e+05
3.73668782e-02, 2.63085219e+05
3.74012403e-02, 2.63078156e+05
3.74356061e-02, 2.62994781e+05
3.74699682e-02, 2.62985000e+05
3.75043340e-02, 2.62929594e+05
3.75386998e-02, 2.62908594e+05
3.75730619e-02, 2.62869406e+05
3.76074277e-02, 2.62840719e+05
3.76417898e-02, 2.62827781e+05
3.76761556e-02, 2.62758469e+05
3.77105214e-02, 2.62768906e+05
3.77448834e-02, 2.62717688e+05
3.77792493e-02, 2.62689188e+05
3.78136113e-02, 2.62692188e+05
3.78479771e-02, 2.62642344e+05
3.78823429e-02, 2.62642250e+05
3.79167050e-02, 2.62592531e+05
3.79510708e-02, 2.62566031e+05
3.79854329e-02, 2.62565406e+05
3.80197987e-02, 2.62517469e+05
3.80541645e-02, 2.62516500e+05
3.80885266e-02, 2.62466625e+05
3.81228924e-02, 2.62440313e+05
3.81572545e-02, 2.62441781e+05
3.81916203e-02, 2.62391094e+05
3.82259861e-02, 2.62391625e+05
3.82603481e-02, 2.62342188e+05
3.82947139e-02, 2.62299313e+05
3.83290760e-02, 2.62281594e+05
3.83634418e-02, 2.62245469e+05
3.83978076e-02, 2.62224969e+05
3.84321697e-02, 2.62158938e+05
3.84665355e-02, 2.62126063e+05
3.85008976e-02, 2.62090375e+05
3.85352634e-02, 2.62021406e+05
3.85696292e-02, 2.62008188e+05
3.86039913e-02, 2.61953688e+05
3.86383571e-02, 2.61890266e+05
3.86727192e-02, 2.61852719e+05
3.87070850e-02, 2.61760797e+05
3.87414508e-02, 2.61745609e+05
3.87758128e-02, 2.61653891e+05
3.88101786e-02, 2.61568406e+05
3.88445407e-02, 2.61536141e+05
3.88789065e-02, 2.61457063e+05
3.89132723e-02, 2.61392922e+05
3.89476344e-02, 2.61281141e+05
3.89820002e-02, 2.61186234e+05
3.90163623e-02, 2.61133922e+05
3.90507281e-02, 2.61013266e+05
3.90850939e-02, 2.60956766e+05
3.91194560e-02, 2.60824281e+05
3.91538218e-02, 2.60720719e+05
3.91881838e-02, 2.60647719e+05
3.92225496e-02, 2.60510578e+05
3.92569155e-02, 2.60398422e+05
3.92912775e-02, 2.60266438e+05
3.93256433e-02, 2.60159406e+05
3.93600054e-02, 2.60033875e+05
3.93943712e-02, 2.59867703e+05
3.94287370e-02, 2.59776578e+05
3.94630991e-02, 2.59612203e+05
3.94974649e-02, 2.59450469e+05
3.95318270e-02, 2.59327328e+05
3.95661928e-02, 2.59153953e+05
3.96005549e-02, 2.59013797e+05
3.96349207e-02, 2.58819094e+05
3.96692865e-02, 2.58689547e+05
3.97036485e-02, 2.58479531e+05
3.97380143e-02, 2.58290188e+05
3.97723764e-02, 2.58119563e+05
3.98067422e-02, 2.57918734e+05
3.98411080e-02, 2.57745766e+05
3.98754701e-02, 2.57542641e+05
3.99098359e-02, 2.57314156e+05
3.99441980e-02, 2.57122578e+05
3.99785638e-02, 2.56896047e+05
4.00129296e-02, 2.56696641e+05
4.00472917e-02, 2.56471078e+05
4.00816575e-02, 2.56218063e+05
4.01160195e-02, 2.55997047e+05
4.01503853e-02, 2.55748750e+05
4.01847512e-02, 2.55524859e+05
4.02191132e-02, 2.55273125e+05
4.02534790e-02, 2.55008281e+05
4.02878411e-02, 2.54768203e+05
4.03222069e-02, 2.54480469e+05
4.03565727e-02, 2.54247859e+05
4.03909348e-02, 2.53937078e+05
4.04253006e-02, 2.53662797e+05
4.04596627e-02, 2.53413406e+05
4.04940285e-02, 2.53099016e+05
4.05283943e-02, 2.52812656e+05
4.05627564e-02, 2.52506766e+05
4.05971222e-02, 2.52225344e+05
4.06314842e-02, 2.51921391e+05
4.06658500e-02, 2.51582406e+05
4.07002158e-02, 2.51301156e+05
4.07345779e-02, 2.50955578e+05
4.07689437e-02, 2.50650625e+05
4.08033058e-02, 2.50339688e+05
4.08376716e-02, 2.49992172e+05
4.08720374e-02, 2.49675469e+05
4.09063995e-02, 2.49307938e+05
4.09407653e-02, 2.48977984e+05
4.09751274e-02, 2.48640234e+05
4.10094932e-02, 2.48270125e+05
4.10438590e-02, 2.47941094e+05
4.10782211e-02, 2.47570000e+05
4.11125869e-02, 2.47201813e+05
4.11469489e-02, 2.46855891e+05
4.11813147e-02, 2.46479859e+05
4.12156805e-02, 2.46116922e+05
4.12500426e-02, 2.45721234e+05
4.12844084e-02, 2.45342578e+05
4.13187705e-02, 2.44991813e+05
4.13531363e-02, 2.44596719e+05
4.13875021e-02, 2.44240688e+05
4.14218642e-02, 2.43828719e+05
4.14562300e-02, 2.43417438e+05
4.14905921e-02, 2.43058938e+05
4.15249579e-02, 2.42654844e+05
4.15593199e-02, 2.42265641e+05
4.15936857e-02, 2.41846297e+05
4.16280515e-02, 2.41442953e+05
4.16624136e-02, 2.41067359e+05
4.16967794e-02, 2.40643672e+05
4.17311415e-02, 2.40267281e+05
4.17655073e-02, 2.39844438e+05
4.17998731e-02, 2.39449297e+05
4.18342352e-02, 2.39010031e+05
4.18686010e-02, 2.38602594e+05
4.19029631e-02, 2.38205500e+05
4.19373289e-02, 2.37794625e+05
4.19716947e-02, 2.37398953e+05
4.20060568e-02, 2.36942094e+05
4.20404226e-02, 2.36532891e+05
4.20747846e-02, 2.36148750e+05
4.21091504e-02, 2.35706797e+05
4.21435162e-02, 2.35324328e+05
4.21778783e-02, 2.34881734e+05
4.22122441e-02, 2.34475172e+05
4.22466062e-02, 2.34075625e+05
4.22809720e-02, 2.33650938e+05
4.23153378e-02, 2.33251281e+05
4.23496999e-02, 2.32825859e+05
4.23840657e-02, 2.32401438e+05
4.24184278e-02, 2.32036313e+05
4.24527936e-02, 2.31597531e+05
4.24871594e-02, 2.31199328e+05
4.25215214e-02, 2.30789359e+05
4.25558873e-02, 2.30384172e+05
4.25902493e-02, 2.30008656e+05
4.26246151e-02, 2.29585234e+05
4.26589809e-02, 2.29205219e+05
4.26933430e-02, 2.28800109e+05
4.27277088e-02, 2.28418578e+05
4.27620709e-02, 2.28028141e+05
4.27964367e-02, 2.27623578e+05
4.28308025e-02, 2.27278969e+05
4.28651646e-02, 2.26881781e+05
4.28995304e-02, 2.26502375e+05
4.29338925e-02, 2.26151172e+05
4.29682583e-02, 2.25755406e+05
4.30026241e-02, 2.25414750e+05
4.30369861e-02, 2.25037500e+05
4.30713519e-02, 2.24664844e+05
4.31057140e-02, 2.24344625e+05
4.31400798e-02, 2.23974875e+05
4.31744456e-02, 2.23651234e+05
4.32088077e-02, 2.23291391e+05
4.32431735e-02, 2.22956953e+05
4.32775356e-02, 2.22650984e+05
4.33119014e-02, 2.22309641e+05
4.33462672e-02, 2.22012328e+05
4.33806293e-02, 2.21679078e+05
4.34149951e-02, 2.21372422e+05
4.34493572e-02, 2.21093703e+05
4.34837230e-02, 2.20778219e+05
4.35180888e-02, 2.20508453e+05
4.35524508e-02, 2.20206094e+05
4.35868166e-02, 2.19930766e+05
4.36211787e-02, 2.19682781e+05
4.36555445e-02, 2.19402406e+05
4.36899066e-02, 2.19166766e+05
4.37242724e-02, 2.18894609e+05
4.37586382e-02, 2.18674016e+05
4.37930003e-02, 2.18417922e+05
4.38273661e-02, 2.18189344e+05
4.38617282e-02, 2.17990859e+05
4.38960940e-02, 2.17758719e+05
4.39304598e-02, 2.17574984e+05
4.39648218e-02, 2.17354516e+05
4.39991876e-02, 2.17164000e+05
4.40335497e-02, 2.17003000e+05
4.40679155e-02, 2.16808188e+05
4.41022813e-02, 2.16662391e+05
4.41366434e-02, 2.16484766e+05
4.41710092e-02, 2.16333797e+05
4.42053713e-02, 2.16213859e+05
4.42397371e-02, 2.16060406e+05
4.42741029e-02, 2.15955453e+05
4.43084650e-02, 2.15818828e+05
4.43428308e-02, 2.15709219e+05
4.43771929e-02, 2.15631750e+05
4.44115587e-02, 2.15520328e+05
4.44459245e-02, 2.15457703e+05
4.44802865e-02, 2.15365891e+05
4.45146523e-02, 2.15298922e+05
4.45490144e-02, 2.15261531e+05
4.45833802e-02, 2.15196781e+05
4.46177460e-02, 2.15177813e+05
4.46521081e-02, 2.15128203e+05
4.46864739e-02, 2.15104406e+05
4.47208360e-02, 2.15112406e+05
4.47552018e-02, 2.15088641e+05
4.47895676e-02, 2.15112953e+05
4.48239297e-02, 2.15106391e+05
4.48582955e-02, 2.15128125e+05
4.48926575e-02, 2.15179203e+05
4.49270234e-02, 2.15198891e+05
4.49613892e-02, 2.15265313e+05
4.49957512e-02, 2.15301891e+05
4.50301170e-02, 2.15364484e+05
4.50644791e-02, 2.15457234e+05
4.50988449e-02, 2.15519703e+05
4.51332107e-02, 2.15627016e+05
4.51675728e-02, 2.15705156e+05
4.52019386e-02, 2.15807734e+05
4.52363007e-02, 2.15940891e+05
4.52706665e-02, 2.16041969e+05
4.53050323e-02, 2.16188469e+05
4.53393944e-02, 2.16303828e+05
4.53737602e-02, 2.16445656e+05
4.54081222e-02, 2.16617188e+05
4.54424880e-02, 2.16752953e+05
4.54768538e-02, 2.16936953e+05
4.55112159e-02, 2.17090141e+05
4.55455817e-02, 2.17265734e+05
4.55799438e-02, 2.17469547e+05
4.56143096e-02, 2.17641219e+05
4.56486754e-02, 2.17856625e+05
4.56830375e-02, 2.18039563e+05
4.57174033e-02, 2.18245266e+05
4.57517654e-02, 2.18479141e+05
4.57861312e-02, 2.18680594e+05
4.58204933e-02, 2.18924953e+05
4.58548591e-02, 2.19134344e+05
4.58892249e-02, 2.19388875e+05
4.59235869e-02, 2.19607328e+05
4.59579527e-02, 2.19846453e+05
4.59923148e-02, 2.20116391e+05
4.60266806e-02, 2.20351578e+05
4.60610464e-02, 2.20625438e+05
4.60954085e-02, 2.20863125e+05
4.61297743e-02, 2.21125047e+05
4.61641364e-02, 2.21409188e+05
4.61985022e-02, 2.21656484e+05
4.62328680e-02, 2.21947188e+05
4.62672301e-02, 2.22200281e+05
4.63015959e-02, 2.22472938e+05
4.63359579e-02, 2.22776672e+05
4.63703237e-02, 2.23031297e+05
4.64046896e-02, 2.23330375e+05
4.64390516e-02, 2.23589656e+05
4.64734174e-02, 2.23868297e+05
4.65077795e-02, 2.24172828e+05
4.65421453e-02, 2.24435516e+05
4.65765111e-02, 2.24737141e+05
4.66108732e-02, 2.24999938e+05
4.66452390e-02, 2.25274250e+05
4.66796011e-02, 2.25584547e+05
4.67139669e-02, 2.25858313e+05
4.67483327e-02, 2.26142594e+05
4.67826948e-02, 2.26400344e+05
4.68170606e-02, 2.26673781e+05
4.68514226e-02, 2.26970641e+05
4.68857884e-02, 2.27211172e+05
4.69201542e-02, 2.27486906e+05
4.69545163e-02, 2.27754031e+05
4.69888821e-02, 2.28009859e+05
4.70232442e-02, 2.28286578e+05
4.70576100e-02, 2.28538969e+05
4.70919758e-02, 2.28799250e+05
4.71263379e-02, 2.29029109e+05
4.71607037e-02, 2.29263563e+05
4.71950658e-02, 2.29517188e+05
4.72294316e-02, 2.29742781e+05
4.72637974e-02, 2.29976563e+05
4.72981595e-02, 2.30184063e+05
4.73325253e-02, 2.30407766e+05
4.73668873e-02, 2.30640063e+05
4.74012531e-02, 2.30808516e+05
4.74356189e-02, 2.31034594e+05
4.74699810e-02, 2.31212500e+05
4.75043468e-02, 2.31396063e+05
4.75387089e-02, 2.31584703e+05
4.75730747e-02, 2.31740719e+05
4.76074405e-02, 2.31923328e+05
4.76418026e-02, 2.32056375e+05
4.76761684e-02, 2.32226859e+05
4.77105305e-02, 2.32373328e+05
4.77448963e-02, 2.32469047e+05
4.77792583e-02, 2.32619656e+05
4.78136241e-02, 2.32723063e+05
4.78479899e-02, 2.32831219e+05
4.78823520e-02, 2.32944203e+05
4.79167178e-02, 2.33026063e+05
4.79510799e-02, 2.33132828e+05
4.79854457e-02, 2.33175953e+05
4.80198115e-02, 2.33260109e+05
4.80541736e-02, 2.33280156e+05
4.80885394e-02, 2.33331391e+05
4.81229015e-02, 2.33388484e+05
4.81572673e-02, 2.33383219e+05
4.81916331e-02, 2.33430563e+05
4.82259952e-02, 2.33420922e+05
4.82603610e-02, 2.33394078e+05
4.82947230e-02, 2.33399906e+05
4.83290888e-02, 2.33361500e+05
4.83634546e-02, 2.33325672e+05
4.83978167e-02, 2.33277313e+05
4.84321825e-02, 2.33216828e+05
4.84665446e-02, 2.33175109e+05
4.85009104e-02, 2.33069000e+05
4.85352762e-02, 2.33003313e+05
4.85696383e-02, 2.32873391e+05
4.86040041e-02, 2.32758266e+05
4.86383662e-02, 2.32661750e+05
4.86727320e-02, 2.32522313e+05
4.87070978e-02, 2.32387828e+05
4.87414598e-02, 2.32239188e+05
4.87758256e-02, 2.32060813e+05
4.88101877e-02, 2.31901938e+05
4.88445535e-02, 2.31709484e+05
4.88789193e-02, 2.31539094e+05
4.89132814e-02, 2.31292563e+05
4.89476472e-02, 2.31076063e+05
4.89820093e-02, 2.30893813e+05
4.90163751e-02, 2.30620453e+05
4.90507409e-02, 2.30385703e+05
4.90851030e-02, 2.30115125e+05
4.91194688e-02, 2.29850453e+05
4.91538309e-02, 2.29586641e+05
4.91881967e-02, 2.29293203e+05
4.92225625e-02, 2.29024766e+05
4.92569245e-02, 2.28693406e+05
4.92912903e-02, 2.28378453e+05
4.93256524e-02, 2.28067938e+05
4.93600182e-02, 2.27723203e+05
4.93943840e-02, 2.27403875e+05
4.94287461e-02, 2.27022391e+05
4.94631119e-02, 2.26658875e+05
4.94974740e-02, 2.26297047e+05
4.95318398e-02, 2.25903750e+05
4.95662056e-02, 2.25547922e+05
4.96005677e-02, 2.25137219e+05
4.96349335e-02, 2.24722422e+05
4.96692955e-02, 2.24331797e+05
4.97036614e-02, 2.23893000e+05
4.97380272e-02, 2.23486219e+05
4.97723892e-02, 2.23029391e+05
4.98067550e-02, 2.22584922e+05
4.98411171e-02, 2.22154094e+05
4.98754829e-02, 2.21680234e+05
4.99098450e-02, 2.21240266e+05
4.99442108e-02, 2.20753297e+05
4.99785766e-02, 2.20294891e+05
5.00129387e-02, 2.19789938e+05
5.00473045e-02, 2.19300234e+05
5.00816666e-02, 2.18827016e+05
5.01160324e-02, 2.18305875e+05
5.01503982e-02, 2.17823563e+05
5.01847602e-02, 2.17294219e+05
5.02191260e-02, 2.16777594e+05
5.02534881e-02, 2.16277734e+05
5.02878539e-02, 2.15734219e+05
5.03222197e-02, 2.15223797e+05
5.03565818e-02, 2.14670234e+05
5.03909476e-02, 2.14130172e+05
5.04253097e-02, 2.13608594e+05
5.04596755e-02, 2.13046234e+05
5.04940413e-02, 2.12519516e+05
5.05284034e-02, 2.11948500e+05
5.05627692e-02, 2.11393609e+05
5.05971313e-02, 2.10857234e+05
5.06314971e-02, 2.10279188e+05
