[Name]
Series 1 at E:/fh-w cfd/fhwcfd_files/dp0/FFF/Fluent/microphone.ard

[Data]
Time [ s ],Pressure [ Pa ]
5.06658629e-02, 2.09735266e+05
5.07002249e-02, 2.09153250e+05
5.07345907e-02, 2.08586875e+05
5.07689528e-02, 2.08039234e+05
5.08033186e-02, 2.07452953e+05
5.08376844e-02, 2.06900891e+05
5.08720465e-02, 2.06313984e+05
5.09064123e-02, 2.05742469e+05
5.09407744e-02, 2.05184688e+05
5.09751402e-02, 2.04595469e+05
5.10095060e-02, 2.04040563e+05
5.10438681e-02, 2.03446250e+05
5.10782339e-02, 2.02872875e+05
5.11125959e-02, 2.02320563e+05
5.11469617e-02, 2.01731547e+05
5.11813276e-02, 2.01176703e+05
5.12156896e-02, 2.00590297e+05
5.12500554e-02, 2.00018141e+05
5.12844175e-02, 1.99466094e+05
5.13187833e-02, 1.98879734e+05
5.13531491e-02, 1.98332297e+05
5.13875112e-02, 1.97752047e+05
5.14218770e-02, 1.97188391e+05
5.14562391e-02, 1.96650531e+05
5.14906049e-02, 1.96074500e+05
5.15249707e-02, 1.95535469e+05
5.15593328e-02, 1.94962875e+05
5.15936986e-02, 1.94410375e+05
5.16280606e-02, 1.93882156e+05
5.16624264e-02, 1.93316922e+05
5.16967922e-02, 1.92792922e+05
5.17311543e-02, 1.92239438e+05
5.17655201e-02, 1.91702219e+05
5.17998822e-02, 1.91185859e+05
5.18342480e-02, 1.90639594e+05
5.18686138e-02, 1.90129797e+05
5.19029759e-02, 1.89589328e+05
5.19373417e-02, 1.89064844e+05
5.19717038e-02, 1.88569313e+05
5.20060696e-02, 1.88044125e+05
5.20404316e-02, 1.87556234e+05
5.20747975e-02, 1.87033922e+05
5.21091633e-02, 1.86551922e+05
5.21435253e-02, 1.86039063e+05
5.21778911e-02, 1.85544656e+05
5.22122532e-02, 1.85076297e+05
5.22466190e-02, 1.84576844e+05
5.22809848e-02, 1.84116156e+05
5.23153469e-02, 1.83627234e+05
5.23497127e-02, 1.83161688e+05
5.23840748e-02, 1.82711328e+05
5.24184406e-02, 1.82236563e+05
5.24528064e-02, 1.81794000e+05
5.24871685e-02, 1.81324578e+05
5.25215343e-02, 1.80879719e+05
5.25558963e-02, 1.80455922e+05
5.25902621e-02, 1.80002938e+05
5.26246279e-02, 1.79587844e+05
5.26589900e-02, 1.79141219e+05
5.26933558e-02, 1.78716297e+05
5.27277179e-02, 1.78315922e+05
5.27620837e-02, 1.77884578e+05
5.27964495e-02, 1.77491313e+05
5.28308116e-02, 1.77070125e+05
5.28651774e-02, 1.76668563e+05
5.28995395e-02, 1.76292188e+05
5.29339053e-02, 1.75884516e+05
5.29682711e-02, 1.75513500e+05
5.30026332e-02, 1.75116188e+05
5.30369990e-02, 1.74735828e+05
5.30713610e-02, 1.74379156e+05
5.31057268e-02, 1.73992719e+05
5.31400926e-02, 1.73643109e+05
5.31744547e-02, 1.73266969e+05
5.32088205e-02, 1.72912141e+05
5.32431826e-02, 1.72575953e+05
5.32775484e-02, 1.72212297e+05
5.33119142e-02, 1.71884844e+05
5.33462763e-02, 1.71526672e+05
5.33806421e-02, 1.71188813e+05
5.34150042e-02, 1.70872813e+05
5.34493700e-02, 1.70529938e+05
5.34837358e-02, 1.70221016e+05
5.35180978e-02, 1.69886531e+05
5.35524637e-02, 1.69567375e+05
5.35868257e-02, 1.69266547e+05
5.36211915e-02, 1.68940891e+05
5.36555573e-02, 1.68650359e+05
5.36899194e-02, 1.68329125e+05
5.37242852e-02, 1.68028031e+05
5.37586473e-02, 1.67746641e+05
5.37930131e-02, 1.67437641e+05
5.38273789e-02, 1.67163047e+05
5.38617410e-02, 1.66859344e+05
5.38961068e-02, 1.66571797e+05
5.39304689e-02, 1.66307234e+05
5.39648347e-02, 1.66009156e+05
5.39991967e-02, 1.65746094e+05
5.40335625e-02, 1.65455000e+05
5.40679283e-02, 1.65197828e+05
5.41022904e-02, 1.64912609e+05
5.41366562e-02, 1.64644563e+05
5.41710183e-02, 1.64394609e+05
5.42053841e-02, 1.64115000e+05
5.42397499e-02, 1.63865703e+05
5.42741120e-02, 1.63590969e+05
5.43084778e-02, 1.63333016e+05
5.43428399e-02, 1.63090359e+05
5.43772057e-02, 1.62822234e+05
5.44115715e-02, 1.62584875e+05
5.44459336e-02, 1.62318172e+05
5.44802994e-02, 1.62067172e+05
5.45146614e-02, 1.61833547e+05
5.45490272e-02, 1.61570156e+05
5.45833930e-02, 1.61336734e+05
5.46177551e-02, 1.61076391e+05
5.46521209e-02, 1.60830750e+05
5.46864830e-02, 1.60602969e+05
5.47208488e-02, 1.60346422e+05
5.47552146e-02, 1.60117906e+05
5.47895767e-02, 1.59862625e+05
5.48239425e-02, 1.59622094e+05
5.48583046e-02, 1.59396250e+05
5.48926704e-02, 1.59142422e+05
5.49270362e-02, 1.58916094e+05
5.49613982e-02, 1.58663172e+05
5.49957640e-02, 1.58424797e+05
5.50301261e-02, 1.58199031e+05
5.50644919e-02, 1.57947719e+05
5.50988577e-02, 1.57724500e+05
5.51332198e-02, 1.57469469e+05
5.51675856e-02, 1.57230109e+05
5.52019477e-02, 1.57005250e+05
5.52363135e-02, 1.56755234e+05
5.52706793e-02, 1.56529766e+05
5.53050414e-02, 1.56275469e+05
5.53394072e-02, 1.56037297e+05
5.53737693e-02, 1.55811234e+05
5.54081351e-02, 1.55556609e+05
5.54425009e-02, 1.55328531e+05
5.54768629e-02, 1.55072250e+05
5.55112287e-02, 1.54830563e+05
5.55455908e-02, 1.54602172e+05
5.55799566e-02, 1.54346734e+05
5.56143224e-02, 1.54117078e+05
5.56486845e-02, 1.53858563e+05
5.56830503e-02, 1.53609547e+05
5.57174124e-02, 1.53376453e+05
5.57517782e-02, 1.53115844e+05
5.57861440e-02, 1.52881313e+05
5.58205061e-02, 1.52618406e+05
5.58548719e-02, 1.52367453e+05
5.58892339e-02, 1.52132656e+05
5.59235997e-02, 1.51864688e+05
5.59579656e-02, 1.51625391e+05
5.59923276e-02, 1.51358344e+05
5.60266934e-02, 1.51098859e+05
5.60610555e-02, 1.50855609e+05
5.60954213e-02, 1.50584125e+05
5.61297834e-02, 1.50337766e+05
5.61641492e-02, 1.50064063e+05
5.61985150e-02, 1.49817969e+05
5.62328771e-02, 1.49541953e+05
5.62672429e-02, 1.49276844e+05
5.63016050e-02, 1.49022469e+05
5.63359708e-02, 1.48740375e+05
5.63703366e-02, 1.48487516e+05
5.64046986e-02, 1.48205453e+05
5.64390644e-02, 1.47930953e+05
5.64734265e-02, 1.47675438e+05
5.65077923e-02, 1.47389031e+05
5.65421581e-02, 1.47126359e+05
5.65765202e-02, 1.46837031e+05
5.66108860e-02, 1.46557219e+05
5.66452481e-02, 1.46292031e+05
5.66796139e-02, 1.45997672e+05
5.67139797e-02, 1.45730422e+05
5.67483418e-02, 1.45432578e+05
5.67827076e-02, 1.45147625e+05
5.68170696e-02, 1.44875313e+05
5.68514355e-02, 1.44575859e+05
5.68858013e-02, 1.44299031e+05
5.69201633e-02, 1.43995328e+05
5.69545291e-02, 1.43701984e+05
5.69888912e-02, 1.43421828e+05
5.70232570e-02, 1.43115641e+05
5.70576228e-02, 1.42832719e+05
5.70919849e-02, 1.42524313e+05
5.71263507e-02, 1.42226406e+05
5.71607128e-02, 1.41940781e+05
5.71950786e-02, 1.41626656e+05
5.72294444e-02, 1.41338391e+05
5.72638065e-02, 1.41021641e+05
5.72981723e-02, 1.40715734e+05
5.73325343e-02, 1.40423984e+05
5.73669001e-02, 1.40105828e+05
5.74012659e-02, 1.39812000e+05
5.74356280e-02, 1.39491188e+05
5.74699938e-02, 1.39180297e+05
5.75043559e-02, 1.38881641e+05
5.75387217e-02, 1.38555813e+05
5.75730875e-02, 1.38255422e+05
5.76074496e-02, 1.37929109e+05
5.76418154e-02, 1.37610906e+05
5.76761775e-02, 1.37309922e+05
5.77105433e-02, 1.36982938e+05
5.77449091e-02, 1.36678109e+05
5.77792712e-02, 1.36346063e+05
5.78136370e-02, 1.36026766e+05
5.78479990e-02, 1.35718141e+05
5.78823648e-02, 1.35382703e+05
5.79167306e-02, 1.35074922e+05
5.79510927e-02, 1.34740672e+05
5.79854585e-02, 1.34417734e+05
5.80198206e-02, 1.34108016e+05
5.80541864e-02, 1.33771750e+05
5.80885522e-02, 1.33456172e+05
5.81229143e-02, 1.33120781e+05
5.81572801e-02, 1.32793156e+05
5.81916422e-02, 1.32478203e+05
5.82260080e-02, 1.32140563e+05
5.82603700e-02, 1.31825531e+05
5.82947358e-02, 1.31487453e+05
5.83291017e-02, 1.31170531e+05
5.83634637e-02, 1.30831047e+05
5.83978295e-02, 1.30503477e+05
5.84321916e-02, 1.30185781e+05
5.84665574e-02, 1.29842797e+05
5.85009232e-02, 1.29527242e+05
5.85352853e-02, 1.29185508e+05
5.85696511e-02, 1.28855203e+05
5.86040132e-02, 1.28541359e+05
5.86383790e-02, 1.28201891e+05
5.86727448e-02, 1.27883352e+05
5.87071069e-02, 1.27540883e+05
5.87414727e-02, 1.27212094e+05
5.87758347e-02, 1.26896438e+05
5.88102005e-02, 1.26553406e+05
5.88445663e-02, 1.26238992e+05
5.88789284e-02, 1.25899844e+05
5.89132942e-02, 1.25571070e+05
5.89476563e-02, 1.25257281e+05
5.89820221e-02, 1.24919906e+05
5.90163879e-02, 1.24601313e+05
5.90507500e-02, 1.24265328e+05
5.90851158e-02, 1.23938203e+05
5.91194779e-02, 1.23621906e+05
5.91538437e-02, 1.23289250e+05
5.91882095e-02, 1.22978797e+05
5.92225716e-02, 1.22644188e+05
5.92569374e-02, 1.22319102e+05
5.92912994e-02, 1.22007172e+05
5.93256652e-02, 1.21677492e+05
5.93600310e-02, 1.21362539e+05
5.93943931e-02, 1.21031398e+05
5.94287589e-02, 1.20713492e+05
5.94631210e-02, 1.20407547e+05
5.94974868e-02, 1.20078328e+05
5.95318526e-02, 1.19772141e+05
5.95662147e-02, 1.19444477e+05
5.96005805e-02, 1.19129773e+05
5.96349426e-02, 1.18825461e+05
5.96693084e-02, 1.18500047e+05
5.97036742e-02, 1.18200320e+05
5.97380362e-02, 1.17878047e+05
5.97724020e-02, 1.17565500e+05
5.98067641e-02, 1.17268891e+05
5.98411299e-02, 1.16949180e+05
5.98754957e-02, 1.16653242e+05
5.99098578e-02, 1.16336852e+05
5.99442236e-02, 1.16028344e+05
5.99785857e-02, 1.15733797e+05
6.00129515e-02, 1.15422211e+05
6.00473173e-02, 1.15129633e+05
6.00816794e-02, 1.14820453e+05
6.01160452e-02, 1.14519289e+05
6.01504073e-02, 1.14232297e+05
6.01847731e-02, 1.13924477e+05
6.02191351e-02, 1.13640383e+05
6.02535009e-02, 1.13332656e+05
6.02878667e-02, 1.13047477e+05
6.03222288e-02, 1.12744547e+05
6.03565946e-02, 1.12452977e+05
6.03909567e-02, 1.12175289e+05
6.04253225e-02, 1.11878117e+05
6.04596883e-02, 1.11601031e+05
6.04940504e-02, 1.11302523e+05
6.05284162e-02, 1.11016641e+05
6.05627783e-02, 1.10741594e+05
6.05971441e-02, 1.10449406e+05
6.06315099e-02, 1.10180070e+05
6.06658719e-02, 1.09889367e+05
6.07002378e-02, 1.09610727e+05
6.07345998e-02, 1.09341828e+05
6.07689656e-02, 1.09058156e+05
6.08033314e-02, 1.08791344e+05
6.08376935e-02, 1.08507156e+05
6.08720593e-02, 1.08231898e+05
6.09064214e-02, 1.07970617e+05
6.09407872e-02, 1.07693148e+05
6.09751530e-02, 1.07433844e+05
6.10095151e-02, 1.07156969e+05
6.10438809e-02, 1.06890180e+05
6.10782430e-02, 1.06636703e+05
6.11126088e-02, 1.06359648e+05
6.11469746e-02, 1.06106258e+05
6.11813366e-02, 1.05835922e+05
6.12157024e-02, 1.05574273e+05
6.12500645e-02, 1.05324594e+05
6.12844303e-02, 1.05054719e+05
6.13187961e-02, 1.04809313e+05
6.13531582e-02, 1.04547078e+05
6.13875240e-02, 1.04290359e+05
6.14218861e-02, 1.04044242e+05
6.14562519e-02, 1.03781273e+05
6.14906177e-02, 1.03539461e+05
6.15249798e-02, 1.03278203e+05
6.15593456e-02, 1.03030102e+05
6.15937077e-02, 1.02792344e+05
6.16280735e-02, 1.02535867e+05
6.16624393e-02, 1.02296570e+05
6.16968013e-02, 1.02041438e+05
6.17311671e-02, 1.01796898e+05
6.17655292e-02, 1.01561094e+05
6.17998950e-02, 1.01307430e+05
6.18342608e-02, 1.01077289e+05
6.18686229e-02, 1.00828211e+05
6.19029887e-02, 1.00587180e+05
6.19373508e-02, 1.00359406e+05
6.19717166e-02, 1.00111352e+05
6.20060824e-02, 9.98791172e+04
6.20404445e-02, 9.96349531e+04
6.20748103e-02, 9.93960156e+04
6.21091723e-02, 9.91731172e+04
6.21435381e-02, 9.89309609e+04
6.21779040e-02, 9.87067578e+04
6.22122660e-02, 9.84650391e+04
6.22466318e-02, 9.82316875e+04
6.22809939e-02, 9.80086406e+04
6.23153597e-02, 9.77694063e+04
6.23497218e-02, 9.75475859e+04
6.23840876e-02, 9.73086484e+04
6.24184534e-02, 9.70891250e+04
6.24528155e-02, 9.68542188e+04
6.24871813e-02, 9.66243594e+04
6.25215471e-02, 9.64077656e+04
6.25559092e-02, 9.61829844e+04
6.25902712e-02, 9.59565391e+04
6.26246408e-02, 9.57126094e+04
6.26590028e-02, 9.55038594e+04
6.26933649e-02, 9.52821250e+04
6.27277344e-02, 9.50388672e+04
6.27620965e-02, 9.48338359e+04
6.27964586e-02, 9.46118672e+04
6.28308207e-02, 9.43719688e+04
6.28651902e-02, 9.41671953e+04
6.28995523e-02, 9.39469922e+04
6.29339144e-02, 9.37239688e+04
6.29682839e-02, 9.34853125e+04
6.30026460e-02, 9.32821875e+04
6.30370080e-02, 9.30646172e+04
6.30713776e-02, 9.28289297e+04
6.31057397e-02, 9.26247891e+04
6.31401017e-02, 9.24089219e+04
6.31744638e-02, 9.21724531e+04
6.32088333e-02, 9.19698359e+04
6.32431954e-02, 9.17547031e+04
6.32775575e-02, 9.15363984e+04
6.33119270e-02, 9.13005625e+04
6.33462891e-02, 9.11016875e+04
6.33806512e-02, 9.08891797e+04
6.34150133e-02, 9.06547969e+04
6.34493828e-02, 9.04539922e+04
6.34837449e-02, 9.02387734e+04
6.35181069e-02, 9.00081250e+04
6.35524765e-02, 8.98080469e+04
6.35868385e-02, 8.95935000e+04
6.36212006e-02, 8.93803203e+04
6.36555701e-02, 8.91480703e+04
6.36899322e-02, 8.89504219e+04
6.37242943e-02, 8.87372500e+04
6.37586564e-02, 8.85073438e+04
6.37930259e-02, 8.83125781e+04
6.38273880e-02, 8.81001250e+04
6.38617501e-02, 8.78853672e+04
6.38961196e-02, 8.76542344e+04
6.39304817e-02, 8.74605391e+04
6.39648438e-02, 8.72507578e+04
6.39992133e-02, 8.70359531e+04
6.40335754e-02, 8.68082344e+04
6.40679374e-02, 8.66156641e+04
6.41022995e-02, 8.64032891e+04
6.41366690e-02, 8.61736406e+04
6.41710311e-02, 8.59785781e+04
6.42053932e-02, 8.57703438e+04
6.42397627e-02, 8.55432031e+04
6.42741248e-02, 8.53477734e+04
6.43084869e-02, 8.51391953e+04
6.43428564e-02, 8.49295234e+04
6.43772185e-02, 8.47024297e+04
6.44115806e-02, 8.45094609e+04
6.44459426e-02, 8.43026641e+04
6.44803122e-02, 8.40750000e+04
6.45146742e-02, 8.38811406e+04
6.45490363e-02, 8.36738281e+04
6.45834059e-02, 8.34471172e+04
6.46177679e-02, 8.32577109e+04
6.46521300e-02, 8.30509922e+04
6.46864995e-02, 8.28454063e+04
6.47208616e-02, 8.26210859e+04
6.47552237e-02, 8.24269063e+04
6.47895858e-02, 8.22211406e+04
6.48239553e-02, 8.19983984e+04
6.48583174e-02, 8.18059453e+04
6.48926795e-02, 8.16028125e+04
6.49270490e-02, 8.13818359e+04
6.49614111e-02, 8.11915781e+04
6.49957731e-02, 8.09877109e+04
6.50301427e-02, 8.07818438e+04
6.50645047e-02, 8.05599844e+04
6.50988668e-02, 8.03673281e+04
6.51332289e-02, 8.01653594e+04
6.51675984e-02, 7.99492578e+04
6.52019605e-02, 7.97608359e+04
6.52363226e-02, 7.95577188e+04
6.52706921e-02, 7.93398906e+04
6.53050542e-02, 7.91509844e+04
6.53394163e-02, 7.89501953e+04
6.53737783e-02, 7.87494453e+04
6.54081479e-02, 7.85327578e+04
6.54425099e-02, 7.83462578e+04
6.54768720e-02, 7.81503750e+04
6.55112416e-02, 7.79351953e+04
6.55456036e-02, 7.77504531e+04
6.55799657e-02, 7.75518828e+04
6.56143352e-02, 7.73547266e+04
6.56486973e-02, 7.71400938e+04
6.56830594e-02, 7.69563047e+04
6.57174215e-02, 7.67614844e+04
6.57517910e-02, 7.65507344e+04
6.57861531e-02, 7.63686250e+04
6.58205152e-02, 7.61779844e+04
6.58548847e-02, 7.59665781e+04
6.58892468e-02, 7.57851563e+04
6.59236088e-02, 7.55922656e+04
6.59579784e-02, 7.53995156e+04
6.59923404e-02, 7.51917422e+04
6.60267025e-02, 7.50151719e+04
6.60610646e-02, 7.48238047e+04
6.60954341e-02, 7.46201797e+04
6.61297962e-02, 7.44452188e+04
6.61641583e-02, 7.42577188e+04
6.61985278e-02, 7.40539219e+04
6.62328899e-02, 7.38785938e+04
6.62672520e-02, 7.36924531e+04
6.63016215e-02, 7.35093750e+04
6.63359836e-02, 7.33078438e+04
6.63703457e-02, 7.31360391e+04
6.64047077e-02, 7.29542578e+04
6.64390773e-02, 7.27571172e+04
6.64734393e-02, 7.25842422e+04
6.65078014e-02, 7.24038438e+04
6.65421709e-02, 7.22101953e+04
6.65765330e-02, 7.20423516e+04
6.66108951e-02, 7.18628281e+04
6.66452646e-02, 7.16847188e+04
6.66796267e-02, 7.14941641e+04
6.67139888e-02, 7.13307422e+04
6.67483509e-02, 7.11558984e+04
6.67827204e-02, 7.09644922e+04
6.68170825e-02, 7.08012734e+04
6.68514445e-02, 7.06281875e+04
6.68858141e-02, 7.04437109e+04
6.69201761e-02, 7.02817422e+04
6.69545382e-02, 7.01162344e+04
6.69889078e-02, 6.99456250e+04
6.70232698e-02, 6.97617656e+04
6.70576319e-02, 6.96042422e+04
6.70919940e-02, 6.94363047e+04
6.71263635e-02, 6.92581406e+04
6.71607256e-02, 6.91051250e+04
6.71950877e-02, 6.89410234e+04
6.72294572e-02, 6.87629844e+04
6.72638193e-02, 6.86113594e+04
6.72981814e-02, 6.84522891e+04
6.73325509e-02, 6.82931953e+04
6.73669130e-02, 6.81190234e+04
6.74012750e-02, 6.79705859e+04
6.74356371e-02, 6.78137422e+04
6.74700066e-02, 6.76440547e+04
6.75043687e-02, 6.74981875e+04
6.75387308e-02, 6.73427188e+04
6.75731003e-02, 6.71895000e+04
6.76074624e-02, 6.70257578e+04
6.76418245e-02, 6.68847578e+04
6.76761866e-02, 6.67338281e+04
6.77105561e-02, 6.65704141e+04
6.77449182e-02, 6.64302031e+04
6.77792802e-02, 6.62820313e+04
6.78136498e-02, 6.61207656e+04
6.78480119e-02, 6.59891563e+04
6.78823739e-02, 6.58464141e+04
6.79167435e-02, 6.57016016e+04
6.79511055e-02, 6.55471328e+04
6.79854676e-02, 6.54136602e+04
6.80198297e-02, 6.52723789e+04
6.80541992e-02, 6.51173164e+04
6.80885613e-02, 6.49880234e+04
6.81229234e-02, 6.48511719e+04
6.81572929e-02, 6.47030313e+04
6.81916550e-02, 6.45804102e+04
6.82260171e-02, 6.44465547e+04
6.82603866e-02, 6.43108984e+04
6.82947487e-02, 6.41608164e+04
6.83291107e-02, 6.40361250e+04
6.83634728e-02, 6.39067813e+04
6.83978423e-02, 6.37661875e+04
6.84322044e-02, 6.36453945e+04
6.84665665e-02, 6.35177500e+04
6.85009360e-02, 6.33783438e+04
6.85352981e-02, 6.32639453e+04
6.85696602e-02, 6.31354688e+04
6.86040297e-02, 6.30086836e+04
6.86383918e-02, 6.28701367e+04
6.86727539e-02, 6.27592578e+04
6.87071159e-02, 6.26397070e+04
6.87414855e-02, 6.25078164e+04
6.87758476e-02, 6.23990273e+04
6.88102096e-02, 6.22799688e+04
6.88445792e-02, 6.21493555e+04
6.88789412e-02, 6.20413555e+04
6.89133033e-02, 6.19225820e+04
6.89476728e-02, 6.18064102e+04
6.89820349e-02, 6.16799648e+04
6.90163970e-02, 6.15806563e+04
6.90507591e-02, 6.14677813e+04
6.90851286e-02, 6.13446641e+04
6.91194907e-02, 6.12452773e+04
6.91538528e-02, 6.11323164e+04
6.91882223e-02, 6.10100977e+04
6.92225844e-02, 6.09114805e+04
6.92569464e-02, 6.08030391e+04
6.92913160e-02, 6.06982266e+04
6.93256781e-02, 6.05820742e+04
6.93600401e-02, 6.04892109e+04
6.93944022e-02, 6.03868711e+04
6.94287717e-02, 6.02703359e+04
6.94631338e-02, 6.01785586e+04
6.94974959e-02, 6.00759453e+04
6.95318654e-02, 5.99660898e+04
6.95662275e-02, 5.98760664e+04
6.96005896e-02, 5.97787344e+04
6.96349517e-02, 5.96825313e+04
6.96693212e-02, 5.95744805e+04
6.97036833e-02, 5.94904336e+04
6.97380453e-02, 5.93943281e+04
6.97724149e-02, 5.92865898e+04
6.98067769e-02, 5.92044688e+04
6.98411390e-02, 5.91135039e+04
6.98755085e-02, 5.90222578e+04
6.99098706e-02, 5.89215547e+04
6.99442327e-02, 5.88417422e+04
6.99785948e-02, 5.87526211e+04
7.00129643e-02, 5.86531602e+04
7.00473264e-02, 5.85768125e+04
7.00816885e-02, 5.84903086e+04
7.01160580e-02, 5.83949414e+04
7.01504201e-02, 5.83208008e+04
7.01847821e-02, 5.82382031e+04
7.02191517e-02, 5.81567266e+04
7.02535138e-02, 5.80621367e+04
7.02878758e-02, 5.79914180e+04
7.03222379e-02, 5.79130859e+04
7.03566074e-02, 5.78251016e+04
7.03909695e-02, 5.77596328e+04
7.04253316e-02, 5.76783750e+04
7.04597011e-02, 5.75906016e+04
7.04940632e-02, 5.75261836e+04
7.05284253e-02, 5.74541563e+04
7.05627948e-02, 5.73822617e+04
7.05971569e-02, 5.72977891e+04
7.06315190e-02, 5.72353008e+04
7.06658810e-02, 5.71640391e+04
7.07002506e-02, 5.70817969e+04
7.07346126e-02, 5.70226055e+04
7.07689747e-02, 5.69552852e+04
7.08033442e-02, 5.68763594e+04
7.08377063e-02, 5.68174609e+04
7.08720684e-02, 5.67555078e+04
7.09064379e-02, 5.66899102e+04
7.09408000e-02, 5.66154688e+04
7.09751621e-02, 5.65627109e+04
7.10095242e-02, 5.64984648e+04
7.10438937e-02, 5.64265000e+04
7.10782558e-02, 5.63752227e+04
7.11126179e-02, 5.63167539e+04
7.11469874e-02, 5.62470586e+04
7.11813495e-02, 5.62007891e+04
7.12157115e-02, 5.61452969e+04
7.12500811e-02, 5.60892070e+04
7.12844431e-02, 5.60198906e+04
7.13188052e-02, 5.59726328e+04
7.13531673e-02, 5.59173320e+04
7.13875368e-02, 5.58525703e+04
7.14218989e-02, 5.58105352e+04
7.14562610e-02, 5.57637734e+04
7.14906305e-02, 5.57022852e+04
7.15249926e-02, 5.56599336e+04
7.15593547e-02, 5.56081758e+04
7.15937167e-02, 5.55581133e+04
7.16280863e-02, 5.54956094e+04
7.16624483e-02, 5.54579219e+04
7.16968104e-02, 5.54137852e+04
7.17311800e-02, 5.53586172e+04
7.17655420e-02, 5.53226953e+04
7.17999041e-02, 5.52782969e+04
7.18342736e-02, 5.52340938e+04
7.18686357e-02, 5.51781836e+04
7.19029978e-02, 5.51426172e+04
7.19373599e-02, 5.50997500e+04
7.19717294e-02, 5.50494609e+04
7.20060915e-02, 5.50202344e+04
7.20404536e-02, 5.49804648e+04
7.20748231e-02, 5.49296094e+04
7.21091852e-02, 5.49010703e+04
7.21435472e-02, 5.48633164e+04
7.21779168e-02, 5.48231328e+04
7.22122788e-02, 5.47728672e+04
7.22466409e-02, 5.47426367e+04
7.22810030e-02, 5.47083008e+04
7.23153725e-02, 5.46648203e+04
7.23497346e-02, 5.46391406e+04
7.23840967e-02, 5.46028086e+04
7.24184662e-02, 5.45552852e+04
7.24528283e-02, 5.45295195e+04
7.24871904e-02, 5.44931641e+04
7.25215599e-02, 5.44611875e+04
7.25559220e-02, 5.44189922e+04
7.25902840e-02, 5.43960664e+04
7.26246461e-02, 5.43660234e+04
7.26590157e-02, 5.43233750e+04
7.26933777e-02, 5.42994766e+04
7.27277398e-02, 5.42685195e+04
7.27621093e-02, 5.42260547e+04
7.27964714e-02, 5.42043438e+04
7.28308335e-02, 5.41760781e+04
7.28652030e-02, 5.41462539e+04
7.28995651e-02, 5.41054180e+04
7.29339272e-02, 5.40865273e+04
7.29682893e-02, 5.40590313e+04
7.30026588e-02, 5.40174609e+04
7.30370209e-02, 5.39960273e+04
7.30713829e-02, 5.39661563e+04
7.31057525e-02, 5.39290508e+04
7.31401145e-02, 5.39083242e+04
7.31744766e-02, 5.38828789e+04
7.32088462e-02, 5.38538867e+04
7.32432082e-02, 5.38139570e+04
7.32775703e-02, 5.37970625e+04
7.33119324e-02, 5.37684727e+04
7.33463019e-02, 5.37289297e+04
7.33806640e-02, 5.37122344e+04
7.34150261e-02, 5.36851172e+04
7.34493956e-02, 5.36486563e+04
7.34837577e-02, 5.36323555e+04
7.35181198e-02, 5.36043164e+04
7.35524893e-02, 5.35775156e+04
7.35868514e-02, 5.35397383e+04
7.36212134e-02, 5.35219883e+04
7.36555755e-02, 5.34964180e+04
7.36899450e-02, 5.34606367e+04
7.37243071e-02, 5.34410039e+04
7.37586692e-02, 5.34148164e+04
7.37930387e-02, 5.33873125e+04
7.38274008e-02, 5.33495313e+04
7.38617629e-02, 5.33313906e+04
7.38961250e-02, 5.33045977e+04
7.39304945e-02, 5.32670039e+04
7.39648566e-02, 5.32486953e+04
7.39992186e-02, 5.32221445e+04
7.40335882e-02, 5.31841016e+04
7.40679502e-02, 5.31660820e+04
7.41023123e-02, 5.31396641e+04
7.41366819e-02, 5.31124141e+04
7.41710439e-02, 5.30741133e+04
7.42054060e-02, 5.30562422e+04
7.42397681e-02, 5.30292813e+04
7.42741376e-02, 5.29912578e+04
7.43084997e-02, 5.29717539e+04
7.43428618e-02, 5.29433359e+04
7.43772313e-02, 5.29068594e+04
7.44115934e-02, 5.28887109e+04
7.44459555e-02, 5.28619023e+04
7.44803250e-02, 5.28343828e+04
7.45146871e-02, 5.27950742e+04
7.45490491e-02, 5.27751406e+04
7.45834112e-02, 5.27475391e+04
7.46177807e-02, 5.27063086e+04
7.46521428e-02, 5.26875195e+04
7.46865049e-02, 5.26600664e+04
7.47208744e-02, 5.26204375e+04
7.47552365e-02, 5.26024648e+04
7.47895986e-02, 5.25736367e+04
7.48239681e-02, 5.25447070e+04
7.48583302e-02, 5.25017383e+04
7.48926923e-02, 5.24793359e+04
7.49270543e-02, 5.24537070e+04
7.49614239e-02, 5.24157539e+04
7.49957860e-02, 5.23943477e+04
7.50301480e-02, 5.23671641e+04
7.50645176e-02, 5.23273164e+04
7.50988796e-02, 5.23090234e+04
7.51332417e-02, 5.22790195e+04
7.51676112e-02, 5.22492031e+04
7.52019733e-02, 5.22088555e+04
7.52363354e-02, 5.21880391e+04
7.52706975e-02, 5.21601953e+04
7.53050670e-02, 5.21219883e+04
7.53394291e-02, 5.21018086e+04
7.53737912e-02, 5.20732383e+04
7.54081607e-02, 5.20302891e+04
7.54425228e-02, 5.20105391e+04
7.54768848e-02, 5.19813906e+04
7.55112544e-02, 5.19529141e+04
7.55456164e-02, 5.19146602e+04
7.55799785e-02, 5.18942305e+04
7.56143406e-02, 5.18667227e+04
7.56487101e-02, 5.18256797e+04
7.56830722e-02, 5.18053438e+04
7.57174343e-02, 5.17759063e+04
7.57518038e-02, 5.17361289e+04
7.57861659e-02, 5.17167930e+04
