0.1,1.1112
0.2,1.1142
0.3,1.1171
0.4,1.1201
0.5,1.1231
0.6,1.126
0.7,1.129
0.8,1.132
0.9,1.1349
1,1.1379
1.1,1.1408
1.2,1.1438
1.3,1.1467
1.4,1.1497
1.5,1.1526
1.6,1.1555
1.7,1.1584
1.8,1.1613
1.9,1.1642
2,1.1671
2.1,1.17
2.2,1.1728
2.3,1.1756
2.4,1.1784
2.5,1.1812
2.6,1.184
2.7,1.1868
2.8,1.1895
2.9,1.1922
3,1.1949
3.1,1.1976
3.2,1.2002
3.3,1.2029
3.4,1.2055
3.5,1.2081
3.6,1.2106
3.7,1.2131
3.8,1.2156
3.9,1.2181
4,1.2206
4.1,1.223
4.2,1.2254
4.3,1.2278
4.4,1.2301
4.5,1.2324
4.6,1.2347
4.7,1.237
4.8,1.2392
4.9,1.2414
5,1.2436
5.1,1.2458
5.2,1.2479
5.3,1.2499
5.4,1.252
5.5,1.2541
5.6,1.2561
5.7,1.258
5.8,1.26
5.9,1.262
6,1.2639
6.1,1.2658
6.2,1.2676
6.3,1.2694
6.4,1.2713
6.5,1.2731
6.6,1.2748
6.7,1.2766
6.8,1.2783
6.9,1.28
7,1.2817
7.1,1.2834
7.2,1.285
7.3,1.2866
7.4,1.2883
7.5,1.2898
7.6,1.2914
7.7,1.293
7.8,1.2945
7.9,1.2961
8,1.2976
8.1,1.2991
8.2,1.3006
8.3,1.3021
8.4,1.3035
8.5,1.305
8.6,1.3065
8.7,1.3079
8.8,1.3093
8.9,1.3108
9,1.3122
9.1,1.3136
9.2,1.315
9.3,1.3164
9.4,1.3178
9.5,1.3192
9.6,1.3206
9.7,1.322
9.8,1.3234
9.9,1.3248
10,1.3262
10.1,1.3277
10.2,1.3291
10.3,1.3305
10.4,1.3319
10.5,1.3333
10.6,1.3347
10.7,1.3362
10.8,1.3376
10.9,1.3391
11,1.3405
11.1,1.342
11.2,1.3434
11.3,1.3449
11.4,1.3464
11.5,1.3479
11.6,1.3494
11.7,1.3509
11.8,1.3524
11.9,1.354
12,1.3555
12.1,1.3571
12.2,1.3587
12.3,1.3602
12.4,1.3618
12.5,1.3635
12.6,1.3651
12.7,1.3667
12.8,1.3684
12.9,1.37
13,1.3717
13.1,1.3734
13.2,1.3751
13.3,1.3768
13.4,1.3786
13.5,1.3803
13.6,1.3821
13.7,1.3838
13.8,1.3856
13.9,1.3874
14,1.3893
14.1,1.3911
14.2,1.3929
14.3,1.3948
14.4,1.3967
14.5,1.3986
14.6,1.4005
14.7,1.4024
14.8,1.4043
14.9,1.4063
15,1.4082
15.1,1.4102
15.2,1.4122
15.3,1.4142
15.4,1.4162
15.5,1.4182
15.6,1.4202
15.7,1.4223
15.8,1.4243
15.9,1.4264
16,1.4285
16.1,1.4306
16.2,1.4327
16.3,1.4348
16.4,1.4369
16.5,1.4391
16.6,1.4412
16.7,1.4434
16.8,1.4455
16.9,1.4477
17,1.4499
17.1,1.4521
17.2,1.4543
17.3,1.4565
17.4,1.4587
17.5,1.4609
17.6,1.4632
17.7,1.4654
17.8,1.4676
17.9,1.4699
18,1.4722
18.1,1.4744
18.2,1.4767
18.3,1.479
18.4,1.4813
18.5,1.4836
18.6,1.4859
18.7,1.4882
18.8,1.4905
18.9,1.4928
19,1.4952
19.1,1.4975
19.2,1.4998
19.3,1.5022
19.4,1.5045
19.5,1.5069
19.6,1.5092
19.7,1.5116
19.8,1.5139
19.9,1.5163
20,1.5187
20.1,1.521
20.2,1.5234
20.3,1.5258
20.4,1.5282
20.5,1.5306
20.6,1.5329
20.7,1.5353
20.8,1.5377
20.9,1.5401
21,1.5425
21.1,1.5449
21.2,1.5473
21.3,1.5498
21.4,1.5522
21.5,1.5546
21.6,1.557
21.7,1.5594
21.8,1.5619
21.9,1.5643
22,1.5667
22.1,1.5691
22.2,1.5716
22.3,1.574
22.4,1.5765
22.5,1.5789
22.6,1.5814
22.7,1.5838
22.8,1.5863
22.9,1.5887
23,1.5912
23.1,1.5936
23.2,1.5961
23.3,1.5986
23.4,1.601
23.5,1.6035
23.6,1.606
23.7,1.6085
23.8,1.6109
23.9,1.6134
24,1.6159
24.1,1.6184
24.2,1.6209
24.3,1.6234
24.4,1.6259
24.5,1.6284
24.6,1.6309
24.7,1.6334
24.8,1.6359
24.9,1.6384
25,1.6409
25.1,1.6435
25.2,1.646
25.3,1.6485
25.4,1.6511
25.5,1.6536
25.6,1.6561
25.7,1.6587
25.8,1.6613
25.9,1.6638
26,1.6664
26.1,1.6689
26.2,1.6715
26.3,1.6741
26.4,1.6767
26.5,1.6793
26.6,1.6819
26.7,1.6845
26.8,1.6871
26.9,1.6897
27,1.6923
27.1,1.6949
27.2,1.6975
27.3,1.7001
27.4,1.7028
27.5,1.7054
27.6,1.7081
27.7,1.7107
27.8,1.7134
27.9,1.716
28,1.7187
28.1,1.7214
28.2,1.7241
28.3,1.7268
28.4,1.7295
28.5,1.7322
28.6,1.7349
28.7,1.7376
28.8,1.7403
28.9,1.743
29,1.7458
29.1,1.7485
29.2,1.7513
29.3,1.754
29.4,1.7568
29.5,1.7595
29.6,1.7623
29.7,1.7651
29.8,1.7679
29.9,1.7707
30,1.7735
30.1,1.7763
30.2,1.7791
30.3,1.782
30.4,1.7848
30.5,1.7876
30.6,1.7905
30.7,1.7934
30.8,1.7962
30.9,1.7991
31,1.802
31.1,1.8049
31.2,1.8078
31.3,1.8107
31.4,1.8136
31.5,1.8165
31.6,1.8194
31.7,1.8224
31.8,1.8253
31.9,1.8283
32,1.8312
32.1,1.8342
32.2,1.8372
32.3,1.8401
32.4,1.8431
32.5,1.8461
32.6,1.8491
32.7,1.8522
32.8,1.8552
32.9,1.8582
33,1.8613
33.1,1.8643
33.2,1.8674
33.3,1.8704
33.4,1.8735
33.5,1.8766
33.6,1.8797
33.7,1.8828
33.8,1.8859
33.9,1.889
34,1.8921
34.1,1.8952
34.2,1.8984
34.3,1.9015
34.4,1.9047
34.5,1.9078
34.6,1.911
34.7,1.9142
34.8,1.9174
34.9,1.9206
35,1.9238
